,date,aqi,pollutant_id
181,2013-02-28,6.342592592592593,
182,2013-03-31,8.502011494252875,
183,2013-04-30,9.746693121693122,
184,2013-05-31,15.00473484848485,
185,2013-06-30,13.624242424242423,
186,2013-07-31,18.744086021505378,
187,2013-08-31,23.443548387096772,
188,2013-09-30,15.525,
189,2013-10-31,12.831029185867896,
190,2013-11-30,11.749603174603173,
191,2013-12-31,12.455286738351255,
192,2014-01-31,8.974305555555555,
193,2014-02-28,11.597222222222223,
194,2014-03-31,9.166666666666666,
195,2014-04-30,12.039869281045751,
196,2014-05-31,12.783781362007169,
197,2014-06-30,10.8375,
198,2014-07-31,21.07027972027972,
199,2014-08-31,20.14068100358423,
200,2014-09-30,15.10277777777778,
201,2014-10-31,12.491517323775389,
202,2014-11-30,10.430797101449276,
203,2014-12-31,8.314180107526882,
204,2015-01-31,5.9171744324970135,
205,2015-02-28,5.961309523809525,
206,2015-03-31,10.635603345280764,
207,2015-04-30,10.020833333333334,
208,2015-05-31,8.59537037037037,
209,2015-06-30,13.926851851851852,
210,2015-07-31,17.353252032520327,
211,2015-08-31,33.3515873015873,
212,2015-09-30,17.611574074074074,
213,2015-10-31,12.412275985663085,
214,2015-11-30,7.671428571428571,
215,2015-12-31,6.417682198327359,
216,2016-01-31,7.018246985988921,
217,2016-02-29,5.099856321839081,
218,2016-03-31,4.797849462365591,
219,2016-04-30,5.419444444444444,
220,2016-05-31,10.204915514592933,
221,2016-06-30,13.596666666666666,
222,2016-07-31,13.58472222222222,
223,2016-08-31,19.125610948191593,
224,2016-09-30,9.200000000000001,
225,2016-10-31,9.055913978494624,
226,2016-11-30,9.689930555555556,
227,2016-12-31,10.40952380952381,
228,2017-01-31,12.176923076923076,
229,2017-02-28,8.078869047619047,
230,2017-03-31,7.245967741935484,
231,2017-04-30,8.5625,
232,2017-05-31,10.025,
233,2017-06-30,13.053571428571429,
234,2017-07-31,23.789837398373987,
235,2017-08-31,31.93736559139785,
236,2017-09-30,28.677083333333332,
237,2017-10-31,7.5892595307917885,
238,2017-11-30,6.433333333333334,
239,2017-12-31,7.719354838709678,
240,2018-01-31,5.718637992831542,
241,2018-02-28,8.345289855072464,
242,2018-03-31,6.08300477897252,
243,2018-04-30,7.706638418079096,
244,2018-05-31,7.466666666666666,
245,2018-06-30,9.154166666666667,
246,2018-07-31,14.898148148148147,
247,2018-08-31,33.37284946236559,
248,2018-09-30,17.820833333333333,
249,2018-10-31,7.6015830346475495,
250,2018-11-30,7.11,
251,2018-12-31,3.952658303464755,
252,2019-01-31,4.0415322580645165,
253,2019-02-28,12.505797101449275,
254,2019-03-31,9.523216031280548,
255,2019-04-30,5.112500000000001,
256,2019-05-31,6.494354838709678,
257,2019-06-30,9.975,
258,2019-07-31,11.8747311827957,
259,2019-08-31,11.737821766047572,
260,2019-09-30,9.458333333333334,
261,2019-10-31,5.125925925925927,
262,2019-11-30,4.758333333333333,
263,2019-12-31,5.752956989247312,
264,2020-01-31,8.701881720430109,
265,2020-02-29,6.989950980392156,
266,2020-03-31,8.360282258064515,
267,2020-04-30,9.845833333333333,
268,2020-05-31,7.862724014336917,
269,2020-06-30,17.641666666666666,
270,2020-07-31,15.817383512544803,
271,2020-08-31,23.568265421618563,
272,2020-09-30,24.540608875129,
273,2020-10-31,15.34047619047619,
274,2020-11-30,15.503070175438594,
275,2020-12-31,15.020208728652753,
276,2021-01-31,13.867963314358002,
277,2021-02-28,12.813149350649349,
278,2021-03-31,12.902688172043009,
279,2021-04-30,14.800000000000002,
280,2021-05-31,14.61287878787879,
281,2021-06-30,20.201206140350877,
282,2021-07-31,44.71478494623656,
283,2021-08-31,33.71391875746715,
284,2021-09-30,23.150000000000002,
285,2021-10-31,13.822833649588867,
286,2021-11-30,10.178947368421051,
287,2021-12-31,11.448864994026286,
288,2022-01-31,10.689112903225805,
289,2022-02-28,11.963690476190477,
290,2022-03-31,12.268996415770609,
291,2022-04-30,12.620833333333332,
292,2022-05-31,12.45135989879823,
293,2022-06-30,19.843518518518522,
294,2022-07-31,22.716226783968718,
295,2022-08-31,24.19952210274791,
296,2022-09-30,25.70625,
297,2022-10-31,22.003763440860215,
298,2022-11-30,19.766666666666666,
299,2022-12-31,16.879659498207882,
300,2023-01-31,18.946996996996997,
301,2023-02-28,15.239166666666668,
302,2023-03-31,4.666666666666667,81102
303,2023-03-31,22.801075268817204,88101
304,2023-04-30,10.0,81102
305,2023-04-30,23.083333333333332,88101
306,2023-05-31,20.4,81102
307,2023-05-31,36.990322580645156,88101
308,2023-06-30,12.4,81102
309,2023-06-30,36.65,88101
310,2023-07-31,26.580645161290324,81102
311,2023-07-31,41.59984639016897,88101
312,2023-08-31,31.193548387096776,81102
313,2023-08-31,40.99677419354839,88101
314,2023-09-30,37.06666666666667,81102
315,2023-09-30,45.900000000000006,88101
