OBJECTID,shortest_dist
23086,994.11
23087,650.43
23088,770.96
23089,1132.45
23090,1259.82
23091,2518.04
23092,1020.91
23093,1255.5
23094,1263.6
23095,569.19
23096,1222.97
23097,1284.01
23098,709.64
23099,1279.36
23100,705.56
23101,1257.27
23102,769.56
23103,618.83
23104,1263.82
23105,832.1
23106,1239.29
23107,824.4
23108,886.52
23109,779.13
23110,1258.96
23111,1263.66
23112,1310.25
23113,777.83
23114,820.65
23115,1167.18
23116,754.34
23117,1255.49
23118,1270.32
23119,1262.33
23120,1256.48
23121,1249.04
23122,955.3
23123,496.64
23124,1254.68
23125,1251.79
23126,1221.19
23127,622.52
23128,644.31
23129,1217.85
23130,1012.88
23131,1218.38
23132,1251.08
23133,848.51
23134,844.39
23135,782.95
23136,1258.82
23137,1159.8
23138,994.62
23139,797.55
23140,581.42
23141,1224.36
23142,770.5
23143,651.47
23144,1136.53
23145,833.83
23146,815.68
23147,494.92
23148,1136.74
23149,732.3
23150,1229.72
23151,1057.77
23152,864.09
23153,1222.0
23154,730.46
23155,1265.3
23156,1236.35
23157,1276.23
23158,928.25
23159,732.4
23160,603.56
23161,676.49
23162,1173.55
23163,1282.28
23164,763.83
23165,744.62
23166,723.02
23167,1303.06
23168,1272.96
23169,711.4
23170,1287.15
23171,1260.84
23172,1262.2
23173,843.93
23174,610.74
23175,1259.98
23176,971.77
23177,1296.26
23178,646.36
23179,783.92
23180,820.93
23181,1268.19
23182,1270.03
23183,663.09
23184,708.84
23185,1270.81
23186,569.86
23187,788.44
23188,856.34
23189,1322.97
23190,1298.86
23191,793.33
23192,1271.91
23193,532.54
23194,666.86
23195,1257.96
23196,1048.38
23197,706.27
23198,810.89
23199,1242.88
23200,185.87
23201,1258.13
23202,2520.06
23203,952.77
23204,986.14
23205,869.56
23206,1189.55
23207,664.69
23208,681.62
23209,1251.39
23210,1279.74
23211,844.94
23212,675.46
23213,689.35
23214,1113.61
23215,1186.18
23216,1006.29
23217,1286.01
23218,526.85
23219,842.79
23220,1265.91
23221,842.58
23222,1075.63
23223,1041.42
23224,695.79
23225,1013.23
23226,1166.71
23227,1008.83
23228,3595.18
23229,1280.14
23230,1265.07
23231,704.05
23232,1304.36
23233,488.82
23234,1267.28
23235,983.6
23236,1102.46
23237,998.87
23238,1258.14
23239,1825.73
23240,1152.03
23241,1169.14
23242,869.27
23243,1213.37
23244,830.14
23245,811.53
23246,1249.87
23247,1274.63
23248,1269.34
23249,1071.89
23250,852.99
23251,829.41
23252,793.49
23253,1005.23
23254,1004.95
23255,1083.51
23256,1151.17
23257,1158.82
23258,1253.82
23259,1024.59
23260,814.21
23261,812.23
23262,874.41
23263,865.7
23264,1286.15
23265,1224.57
23266,1257.14
23267,1246.55
23268,817.1
23269,1261.79
23270,1013.97
23271,1188.07
23272,869.9
23273,866.01
23274,983.45
23275,658.17
23276,1261.78
23277,1147.12
23278,1267.51
23279,1154.07
23280,723.12
23281,1188.71
23282,1830.95
23283,1179.11
23284,1141.66
23285,494.6
23286,876.11
23287,872.13
23288,782.78
23289,1215.44
23290,1190.08
23291,1058.34
23292,856.93
23293,1085.4
23294,990.1
23295,817.5
23296,1266.27
23297,906.76
23298,935.73
23299,832.47
23300,866.78
23301,889.64
23302,1162.41
23303,1831.86
23304,281.0
23305,1287.99
23306,1098.86
23307,1249.98
23308,1273.78
23309,1252.49
23310,871.57
23311,1220.08
23312,1097.61
23313,1142.88
23314,835.0
23315,1162.39
23316,2524.54
23317,703.41
23318,1106.87
23319,906.8
23320,742.94
23321,848.0
23322,1067.37
23323,859.7
23324,1007.69
23325,828.36
23326,686.34
23327,718.91
23328,1840.59
23329,1163.8
23330,723.18
23331,820.68
23332,1107.7
23333,1161.49
23334,1829.77
23335,152.29
23336,1322.89
23337,1099.18
23338,1262.33
23339,737.34
23340,1016.41
23341,311.07
23342,1003.01
23343,1262.06
23344,1148.33
23345,1265.02
23346,814.2
23347,837.12
23348,821.41
23349,871.86
23350,791.85
23351,1171.77
23352,1270.47
23353,820.48
23354,1183.97
23355,1349.5
23356,1831.56
23357,1052.42
23358,1222.63
23359,1405.77
23360,1170.07
23361,1135.17
23362,1146.21
23363,1148.04
23364,858.47
23365,462.79
23366,1167.39
23367,523.82
23368,962.12
23369,1256.54
23370,2348.86
23371,822.85
23372,818.94
23373,1140.05
23374,886.16
23375,862.88
23376,824.6
23377,1148.64
23378,1265.94
23379,1266.09
23380,1255.18
23381,823.3
23382,811.27
23383,1270.24
23384,1180.59
23385,869.82
23386,861.83
23387,858.32
23388,1188.52
23389,874.39
23390,887.86
23391,1139.8
23392,1145.94
23393,1142.5
23394,1156.27
23395,1065.24
23396,1174.36
23397,867.59
23398,1833.33
23399,1178.77
23400,1286.43
23401,866.72
23402,822.93
23403,814.04
23404,1177.92
23405,1264.88
23406,1276.52
23407,1165.03
23408,862.83
23409,1226.83
23410,875.39
23411,1216.2
23412,812.62
23413,839.87
23414,843.01
23415,1194.28
23416,1065.54
23417,1148.42
23418,1172.85
23419,841.1
23420,1150.33
23421,874.53
23422,1167.72
23423,1182.89
23424,1268.96
23425,1266.9
23426,1172.18
23427,879.98
23428,1254.04
23429,859.13
23430,857.6
23431,860.44
23432,884.6
23433,834.82
23434,827.73
23435,1182.86
23436,838.94
23437,852.47
23438,1176.63
23439,840.33
23440,1226.7
23441,1262.42
23442,1042.09
23443,1817.62
23444,1302.24
23445,986.76
23446,1328.96
23447,1269.33
23448,1269.6
23449,1182.75
23450,1177.28
23451,1822.1
23452,1160.43
23453,1171.75
23454,1172.46
23455,1172.12
23456,878.75
23457,262.06
23458,881.92
23459,1269.0
23460,1237.34
23461,857.64
23462,1074.71
23463,1183.03
23464,822.55
23465,778.39
23466,848.29
23467,800.51
23468,828.89
23469,837.41
23470,878.66
23471,850.32
23472,871.37
23473,1135.94
23474,1141.13
23475,1142.57
23476,1143.86
23477,1143.96
23478,1275.13
23479,1273.45
23480,811.39
23481,863.32
23482,1171.46
23483,1129.41
23484,862.2
23485,1403.35
23486,1182.93
23487,1169.45
23488,1149.77
23489,1240.7
23490,1142.0
23491,1194.98
23492,1144.44
23493,3586.64
23494,1230.0
23495,1127.55
23496,1168.76
23497,1271.7
23498,1254.18
23499,1180.3
23500,1144.47
23501,1176.19
23502,1172.11
23503,1138.56
23504,1171.03
23505,1261.18
23506,1188.45
23507,1192.65
23508,1153.29
23509,1003.82
23510,1169.99
23511,1223.72
23512,1153.93
23513,1145.63
23514,874.27
23515,811.86
23516,818.93
23517,819.4
23518,821.47
23519,815.07
23520,831.27
23521,830.32
23522,841.59
23523,1131.75
23524,1148.85
23525,1146.92
23526,1136.97
23527,1137.8
23528,1153.99
23529,1143.17
23530,1178.67
23531,1268.74
23532,1143.45
23533,1267.8
23534,1406.74
23535,820.07
23536,810.58
23537,828.45
23538,1266.08
23539,1144.83
23540,1080.15
23541,1078.24
23542,1076.26
23543,1078.96
23544,1135.77
23545,1153.66
23546,1140.96
23547,1157.41
23548,1142.98
23549,1133.07
23550,1140.6
23551,1158.52
23552,1144.03
23553,1142.6
23554,1140.57
23555,1145.31
23556,1130.7
23557,1348.77
23558,1132.15
23559,1143.08
23560,1138.48
23561,1138.81
23562,1142.9
23563,1130.16
23564,1141.85
23565,1142.11
23566,1148.93
23567,1150.61
23568,1144.36
23569,1406.25
23570,1280.2
23571,1917.65
23572,896.5
23573,1258.53
23574,781.3
23575,709.01
23576,2186.08
23577,860.49
23578,325.86
23579,920.99
23580,819.25
23581,1170.62
23582,723.77
23583,1239.73
23584,1219.66
23585,1290.05
23586,776.56
23587,1266.99
23588,842.08
23589,1057.67
23590,1103.36
23591,1173.92
23592,711.18
23593,770.36
23594,878.87
23595,954.55
23596,911.82
23597,789.76
23598,782.51
23599,695.4
23600,775.77
23601,2371.59
23602,1266.09
23603,778.37
23604,1312.4
23605,1242.99
23606,772.45
23607,1244.8
23608,837.46
23609,1249.68
23610,1838.02
23611,1789.13
23612,777.25
23613,768.44
23614,802.34
23615,705.44
23616,1211.93
23617,950.4
23618,790.04
23619,800.76
23620,668.24
23621,790.77
23622,766.69
23623,871.18
23624,915.21
23625,1218.23
23626,855.28
23627,903.27
23628,1219.08
23629,678.13
23630,778.84
23631,1284.01
23632,1833.79
23633,981.6
23634,672.88
23635,1264.8
23636,1259.71
23637,1300.03
23638,720.06
23639,1302.94
23640,766.29
23641,898.62
23642,858.84
23643,1180.26
23644,784.45
23645,1833.25
23646,1286.69
23647,1279.94
23648,1175.0
23649,1194.54
23650,1192.6
23651,875.31
23652,1190.5
23653,1247.05
23654,665.46
23655,704.11
23656,618.48
23657,574.06
23658,735.73
23659,1241.0
23660,1229.16
23661,1241.09
23662,909.24
23663,1253.78
23664,1227.0
23665,778.21
23666,1015.38
23667,1239.25
23668,1169.82
23669,1261.89
23670,768.15
23671,856.96
23672,1268.08
23673,1210.86
23674,1237.49
23675,769.85
23676,637.16
23677,993.71
23678,694.29
23679,598.57
23680,1292.45
23681,1236.81
23682,768.51
23683,718.5
23684,818.54
23685,1048.7
23686,695.56
23687,964.79
23688,1233.44
23689,736.41
23690,1218.61
23691,1218.39
23692,1250.77
23693,992.42
23694,1834.68
23695,1179.29
23696,1249.53
23697,1256.24
23698,1323.32
23699,1185.06
23700,1163.26
23701,1264.89
23702,583.08
23703,1216.92
23704,2530.52
23705,671.22
23706,1267.95
23707,1296.28
23708,1234.75
23709,1266.38
23710,645.71
23711,1190.18
23712,696.86
23713,1255.84
23714,1152.19
23715,957.09
23716,1229.68
23717,822.61
23718,1270.85
23719,695.71
23720,1185.59
23721,781.43
23722,861.65
23723,2491.99
23724,752.85
23725,1242.01
23726,815.08
23727,1222.39
23728,665.95
23729,769.56
23730,1257.57
23731,1248.72
23732,2494.11
23733,1272.84
23734,877.25
23735,755.53
23736,662.47
23737,603.66
23738,1263.82
23739,1304.25
23740,1251.88
23741,773.7
23742,879.3
23743,1233.51
23744,1255.2
23745,1216.19
23746,1181.81
23747,706.49
23748,1217.89
23749,682.59
23750,811.63
23751,1286.82
23752,1274.4
23753,793.12
23754,1262.38
23755,952.06
23756,1294.95
23757,1146.27
23758,1233.42
23759,1003.25
23760,1015.52
23761,1233.15
23762,1230.47
23763,987.48
23764,1143.05
23765,1299.79
23766,737.08
23767,1182.31
23768,630.44
23769,1268.12
23770,1268.59
23771,2486.47
23772,2489.46
23773,651.94
23774,636.0
23775,1265.58
23776,835.29
23777,1824.52
23778,1259.42
23779,866.23
23780,290.11
23781,1264.15
23782,720.52
23783,1243.37
23784,2575.61
23785,1122.07
23786,1264.87
23787,814.07
23788,815.09
23789,1079.48
23790,1270.38
23791,866.39
23792,719.0
23793,823.69
23794,2544.71
23795,759.39
23796,1053.24
23797,2568.81
23798,752.89
23799,861.67
23800,1241.76
23801,1181.76
23802,712.09
23803,806.71
23804,1000.78
23805,832.26
23806,633.27
23807,1160.87
23808,833.77
23809,744.53
23810,822.06
23811,1266.22
23812,1093.58
23813,1047.36
23814,632.19
23815,1277.51
23816,735.42
23817,1172.77
23818,1266.32
23819,1848.36
23820,1285.61
23821,812.75
23822,843.16
23823,1278.57
23824,484.86
23825,1169.13
23826,686.79
23827,871.83
23828,984.45
23829,2528.79
23830,635.73
23831,707.54
23832,720.26
23833,982.22
23834,852.0
23835,1218.61
23836,1249.69
23837,744.05
23838,721.68
23839,1172.76
23840,863.56
23841,690.57
23842,727.86
23843,1128.32
23844,1066.84
23845,1199.83
23846,992.09
23847,670.87
23848,809.23
23849,837.31
23850,2504.51
23851,737.24
23852,1170.52
23853,494.82
23854,846.79
23855,914.52
23856,1217.74
23857,761.9
23858,1831.09
23859,1832.5
23860,1217.0
23861,1134.3
23862,270.23
23863,1277.74
23864,686.61
23865,766.7
23866,993.01
23867,824.47
23868,1265.17
23869,1171.79
23870,1184.21
23871,1213.95
23872,953.85
23873,1194.31
23874,1188.69
23875,588.38
23876,987.76
23877,827.42
23878,834.23
23879,1246.19
23880,1161.33
23881,865.39
23882,876.64
23883,1091.98
23884,733.55
23885,303.71
23886,814.8
23887,819.05
23888,850.72
23889,848.03
23890,1277.72
23891,1271.52
23892,853.95
23893,1176.45
23894,1808.91
23895,1008.08
23896,852.99
23897,1828.95
23898,851.6
23899,1179.09
23900,864.78
23901,898.86
23902,1120.28
23903,862.83
23904,1173.57
23905,839.53
23906,1173.07
23907,850.69
23908,867.91
23909,827.99
23910,1216.28
23911,865.82
23912,320.87
23913,843.5
23914,815.34
23915,1158.99
23916,864.04
23917,1832.01
23918,811.52
23919,1276.01
23920,1252.59
23921,1050.48
23922,760.43
23923,1047.55
23924,1198.85
23925,1327.17
23926,840.3
23927,1268.95
23928,1172.6
23929,1005.44
23930,1215.95
23931,845.52
23932,874.32
23933,837.91
23934,855.48
23935,1254.12
23936,1191.05
23937,1046.95
23938,1172.76
23939,1256.53
23940,1172.02
23941,860.29
23942,1169.62
23943,1169.38
23944,870.07
23945,357.64
23946,818.31
23947,815.8
23948,826.71
23949,869.98
23950,1046.44
23951,870.07
23952,1047.96
23953,1826.8
23954,1506.94
23955,1171.57
23956,848.08
23957,886.49
23958,858.42
23959,1221.46
23960,1254.76
23961,1268.14
23962,1267.51
23963,855.32
23964,875.69
23965,813.44
23966,810.51
23967,816.09
23968,856.23
23969,864.84
23970,866.85
23971,875.4
23972,866.4
23973,867.53
23974,1267.92
23975,1269.88
23976,1137.53
23977,379.0
23978,857.73
23979,353.8
23980,1180.15
23981,1836.47
23982,1847.25
23983,3587.04
23984,3586.86
23985,3589.14
23986,1173.82
23987,1171.54
23988,1170.45
23989,1073.84
23990,1275.25
23991,1175.25
23992,1244.85
23993,1077.26
23994,1150.9
23995,806.78
23996,807.15
23997,814.46
23998,827.22
23999,812.79
24000,804.63
24001,849.38
24002,821.43
24003,761.6
24004,1145.09
24005,1149.57
24006,257.47
24007,1405.86
24008,1405.06
24009,1404.46
24010,1265.43
24011,1268.23
24012,1155.28
24013,1079.63
24014,1078.35
24015,1081.46
24016,1080.52
24017,1074.78
24018,1079.46
24019,1078.12
24020,1074.74
24021,1079.58
24022,1140.75
24023,1154.08
24024,1406.68
24025,1144.34
24026,1135.65
24027,762.08
24028,1131.92
24029,341.52
24030,1406.09
24031,1405.02
24032,1407.0
24033,1406.66
24034,1406.96
24035,978.71
24036,870.59
24037,2079.44
24038,2192.1
24039,772.23
24040,1065.71
24041,2085.62
24042,876.65
24043,2448.54
24044,786.24
24045,764.35
24046,793.82
24047,768.6
24048,739.03
24049,603.11
24050,675.18
24051,751.38
24052,887.42
24053,670.99
24054,1241.06
24055,892.34
24056,922.39
24057,813.47
24058,767.93
24059,705.26
24060,779.38
24061,2145.04
24062,974.79
24063,681.51
24064,777.45
24065,918.81
24066,781.11
24067,779.67
24068,2513.81
24069,979.98
24070,1240.63
24071,1288.16
24072,677.01
24073,1218.29
24074,1068.39
24075,1160.71
24076,704.8
24077,1220.23
24078,970.8
24079,778.07
24080,803.81
24081,923.98
24082,781.92
24083,1224.01
24084,1070.17
24085,1155.83
24086,2353.57
24087,753.16
24088,942.96
24089,819.62
24090,1234.52
24091,1086.54
24092,975.4
24093,978.9
24094,955.47
24095,772.95
24096,775.8
24097,2550.42
24098,781.44
24099,1093.1
24100,896.08
24101,556.38
24102,1228.04
24103,858.36
24104,873.83
24105,1224.0
24106,726.43
24107,812.97
24108,1255.16
24109,1250.67
24110,965.08
24111,1170.46
24112,1195.64
24113,679.79
24114,619.83
24115,1219.37
24116,1197.51
24117,267.85
24118,1151.03
24119,797.72
24120,1239.31
24121,880.58
24122,968.08
24123,1252.69
24124,1070.51
24125,808.84
24126,769.5
24127,1193.42
24128,713.74
24129,1297.35
24130,774.85
24131,853.83
24132,852.85
24133,786.55
24134,785.38
24135,674.69
24136,902.05
24137,1064.2
24138,592.76
24139,774.41
24140,769.74
24141,2490.34
24142,718.28
24143,631.75
24144,922.47
24145,1239.47
24146,2211.19
24147,1225.19
24148,819.11
24149,2519.44
24150,776.18
24151,1176.7
24152,1161.04
24153,803.82
24154,2505.01
24155,949.3
24156,1218.83
24157,1171.36
24158,738.3
24159,1266.61
24160,814.39
24161,788.93
24162,1272.09
24163,793.69
24164,793.78
24165,1268.77
24166,945.31
24167,816.3
24168,777.27
24169,998.3
24170,782.86
24171,686.5
24172,1157.79
24173,1180.07
24174,1220.32
24175,709.91
24176,804.57
24177,1254.2
24178,788.37
24179,1246.99
24180,1175.67
24181,778.63
24182,1228.39
24183,1280.04
24184,1229.38
24185,1189.41
24186,730.03
24187,748.15
24188,814.98
24189,1227.78
24190,772.94
24191,723.7
24192,699.11
24193,779.31
24194,783.0
24195,697.75
24196,1186.74
24197,1287.21
24198,1175.35
24199,774.28
24200,774.92
24201,1232.32
24202,647.05
24203,1295.46
24204,784.91
24205,804.39
24206,1226.51
24207,1287.54
24208,685.66
24209,779.26
24210,1070.21
24211,635.75
24212,1267.17
24213,768.85
24214,645.64
24215,716.01
24216,1274.06
24217,760.43
24218,1251.22
24219,940.08
24220,769.13
24221,1187.44
24222,1245.07
24223,1117.22
24224,980.57
24225,723.51
24226,1255.37
24227,1146.78
24228,1075.74
24229,1221.65
24230,742.83
24231,1245.18
24232,774.38
24233,1294.52
24234,636.52
24235,1183.67
24236,1071.8
24237,1054.32
24238,1187.84
24239,890.57
24240,1114.75
24241,893.15
24242,1229.71
24243,1189.53
24244,1151.41
24245,978.73
24246,1222.23
24247,808.23
24248,1221.16
24249,1236.88
24250,811.53
24251,726.94
24252,1280.97
24253,775.11
24254,1842.07
24255,1003.91
24256,710.87
24257,1186.01
24258,1272.54
24259,1289.13
24260,999.2
24261,769.91
24262,764.91
24263,1232.71
24264,1263.63
24265,1238.05
24266,1830.98
24267,718.89
24268,698.03
24269,1237.77
24270,657.35
24271,2262.64
24272,1260.81
24273,855.08
24274,964.71
24275,905.67
24276,1257.42
24277,1110.75
24278,671.28
24279,772.32
24280,1237.99
24281,1226.02
24282,1219.82
24283,1291.08
24284,784.81
24285,291.55
24286,1229.55
24287,569.34
24288,284.98
24289,687.97
24290,889.53
24291,882.53
24292,685.52
24293,1174.17
24294,776.94
24295,1262.9
24296,902.49
24297,717.03
24298,992.68
24299,1025.73
24300,1148.02
24301,827.8
24302,834.45
24303,234.69
24304,775.65
24305,728.66
24306,265.76
24307,1194.21
24308,1288.84
24309,1229.85
24310,705.0
24311,801.69
24312,757.3
24313,757.67
24314,1308.81
24315,1224.72
24316,1223.75
24317,810.8
24318,1291.38
24319,1044.94
24320,1231.53
24321,255.61
24322,1036.82
24323,1240.79
24324,654.53
24325,727.55
24326,1092.47
24327,1310.55
24328,1275.48
24329,1281.2
24330,2380.92
24331,697.8
24332,1275.05
24333,1248.8
24334,792.5
24335,2475.9
24336,1187.64
24337,724.7
24338,820.68
24339,802.16
24340,671.08
24341,1242.68
24342,601.81
24343,699.98
24344,1269.88
24345,761.66
24346,1843.89
24347,737.38
24348,725.96
24349,818.89
24350,289.51
24351,1235.67
24352,1162.25
24353,682.27
24354,190.82
24355,924.63
24356,776.57
24357,698.96
24358,1208.17
24359,1078.01
24360,1262.42
24361,1291.24
24362,1066.53
24363,277.84
24364,758.98
24365,727.35
24366,1020.58
24367,1268.0
24368,1287.49
24369,1226.7
24370,1257.78
24371,732.06
24372,857.22
24373,839.55
24374,680.84
24375,1246.68
24376,1074.66
24377,729.44
24378,1185.38
24379,218.64
24380,683.63
24381,1292.73
24382,1234.27
24383,636.89
24384,1281.4
24385,1237.92
24386,770.48
24387,2454.9
24388,1190.99
24389,1101.3
24390,1255.71
24391,1329.47
24392,2555.52
24393,596.41
24394,721.79
24395,1283.16
24396,1168.5
24397,1300.64
24398,867.43
24399,854.92
24400,266.96
24401,656.18
24402,191.71
24403,720.07
24404,727.23
24405,290.94
24406,214.66
24407,2149.11
24408,1040.82
24409,845.8
24410,1844.21
24411,2451.05
24412,707.83
24413,673.39
24414,1046.6
24415,1188.07
24416,669.88
24417,840.44
24418,956.63
24419,2574.84
24420,1244.96
24421,1822.66
24422,1273.99
24423,855.88
24424,863.97
24425,955.68
24426,835.44
24427,847.59
24428,1108.85
24429,1291.64
24430,725.93
24431,974.43
24432,1208.03
24433,1015.64
24434,780.41
24435,569.61
24436,1064.55
24437,573.56
24438,812.6
24439,863.61
24440,445.78
24441,858.33
24442,1168.89
24443,729.71
24444,1238.76
24445,752.9
24446,1191.71
24447,263.82
24448,1164.7
24449,1172.28
24450,307.62
24451,714.14
24452,1187.54
24453,2353.34
24454,1218.71
24455,835.79
24456,1832.2
24457,1012.45
24458,771.13
24459,1202.07
24460,1072.59
24461,282.47
24462,732.44
24463,729.81
24464,1218.14
24465,1172.97
24466,1149.71
24467,1846.44
24468,690.8
24469,1087.33
24470,857.75
24471,263.98
24472,817.54
24473,937.43
24474,814.63
24475,861.9
24476,1218.39
24477,1234.25
24478,976.46
24479,868.35
24480,722.36
24481,684.7
24482,1172.71
24483,799.36
24484,822.8
24485,1850.02
24486,1052.3
24487,1082.66
24488,1832.2
24489,1121.78
24490,1081.31
24491,1117.49
24492,1109.09
24493,819.77
24494,770.01
24495,867.16
24496,808.22
24497,1264.66
24498,830.06
24499,821.93
24500,882.43
24501,1280.12
24502,1178.39
24503,1167.01
24504,1048.76
24505,821.98
24506,873.15
24507,768.92
24508,1046.29
24509,1052.04
24510,1847.77
24511,1816.07
24512,1001.91
24513,1281.67
24514,1212.71
24515,830.91
24516,872.86
24517,877.65
24518,1335.17
24519,767.69
24520,1091.4
24521,1269.02
24522,1051.34
24523,1267.58
24524,331.64
24525,1263.92
24526,1269.68
24527,785.43
24528,265.37
24529,1270.12
24530,1406.14
24531,816.82
24532,816.66
24533,815.55
24534,818.16
24535,872.55
24536,846.64
24537,842.68
24538,855.99
24539,255.36
24540,340.31
24541,1193.75
24542,1155.19
24543,760.79
24544,1846.31
24545,852.65
24546,1079.55
24547,256.95
24548,841.18
24549,818.08
24550,818.99
24551,787.59
24552,817.39
24553,841.88
24554,1269.49
24555,1150.76
24556,260.45
24557,1814.87
24558,1273.9
24559,1834.56
24560,762.4
24561,1269.01
24562,1406.94
24563,3582.52
24564,3586.87
24565,3587.25
24566,3588.12
24567,1253.91
24568,358.16
24569,766.71
24570,1174.42
24571,1172.94
24572,1171.5
24573,1154.53
24574,1167.22
24575,1071.15
24576,1281.31
24577,761.9
24578,1254.11
24579,853.78
24580,762.98
24581,853.34
24582,815.73
24583,818.49
24584,784.2
24585,817.88
24586,872.91
24587,1146.85
24588,1168.84
24589,1273.67
24590,815.46
24591,866.78
24592,1169.31
24593,837.98
24594,1154.24
24595,1254.95
24596,1196.11
24597,1274.45
24598,261.02
24599,761.97
24600,256.75
24601,1278.02
24602,1270.0
24603,1267.87
24604,1269.77
24605,1266.77
24606,1267.47
24607,1407.13
24608,1405.17
24609,1404.3
24610,799.95
24611,815.87
24612,817.91
24613,895.85
24614,869.92
24615,1152.4
24616,1156.41
24617,1269.93
24618,1080.74
24619,1271.74
24620,761.42
24621,1274.68
24622,1154.08
24623,1269.87
24624,1407.34
24625,1152.88
24626,1152.84
24627,1141.0
24628,1140.34
24629,1150.15
24630,1135.23
24631,1143.65
24632,1151.44
24633,1253.67
24634,1142.99
24635,1143.26
24636,761.48
24637,761.68
24638,761.71
24639,769.45
24640,768.82
24641,1158.04
24642,1153.18
24643,1146.96
24644,768.25
24645,762.14
24646,763.27
24647,768.33
24648,1405.54
24649,883.26
24650,2413.8
24651,886.82
24652,966.5
24653,519.95
24654,1190.37
24655,1071.08
24656,765.21
24657,760.6
24658,1100.8
24659,962.96
24660,887.58
24661,1278.72
24662,2416.63
24663,966.93
24664,841.94
24665,1083.26
24666,1051.6
24667,957.48
24668,774.13
24669,765.44
24670,990.95
24671,946.16
24672,1044.87
24673,932.72
24674,1227.88
24675,1249.45
24676,1251.53
24677,1261.61
24678,782.54
24679,912.22
24680,932.28
24681,986.24
24682,2525.41
24683,983.52
24684,2551.25
24685,1154.19
24686,1271.35
24687,1109.76
24688,1108.97
24689,897.23
24690,960.03
24691,967.83
24692,697.77
24693,827.89
24694,758.4
24695,828.61
24696,937.98
24697,2554.65
24698,946.72
24699,1078.15
24700,932.37
24701,1070.35
24702,1034.56
24703,900.03
24704,861.29
24705,791.41
24706,1009.38
24707,942.96
24708,879.55
24709,2441.7
24710,613.6
24711,1196.78
24712,1239.6
24713,927.8
24714,764.28
24715,2337.53
24716,779.78
24717,2391.43
24718,985.95
24719,1280.03
24720,1103.06
24721,253.48
24722,2034.63
24723,1292.65
24724,914.94
24725,2363.64
24726,2480.35
24727,1174.32
24728,604.08
24729,1188.8
24730,1171.24
24731,777.2
24732,786.33
24733,1262.96
24734,2278.66
24735,1228.56
24736,2236.5
24737,2556.96
24738,851.2
24739,1190.27
24740,796.1
24741,1021.8
24742,752.39
24743,724.7
24744,334.08
24745,760.57
24746,2040.92
24747,776.56
24748,1036.09
24749,776.53
24750,722.59
24751,790.73
24752,1318.26
24753,986.63
24754,790.3
24755,2256.52
24756,2283.73
24757,1031.94
24758,1057.41
24759,1294.32
24760,777.44
24761,769.57
24762,2521.73
24763,1179.92
24764,924.18
24765,1054.75
24766,1244.97
24767,1179.62
24768,2573.07
24769,949.71
24770,621.4
24771,771.48
24772,2423.45
24773,1265.5
24774,1079.52
24775,798.94
24776,1298.42
24777,665.78
24778,2342.02
24779,1238.95
24780,1267.21
24781,731.93
24782,798.19
24783,1076.43
24784,2354.76
24785,921.36
24786,1115.44
24787,1248.75
24788,1241.4
24789,1265.41
24790,1292.74
24791,1311.67
24792,907.48
24793,1196.17
24794,1112.28
24795,957.55
24796,938.71
24797,2480.41
24798,1022.7
24799,2412.42
24800,1233.09
24801,800.86
24802,810.8
24803,2344.14
24804,777.8
24805,2410.01
24806,1184.57
24807,791.13
24808,1177.14
24809,1275.23
24810,1282.26
24811,875.6
24812,618.73
24813,287.89
24814,717.94
24815,1143.2
24816,993.18
24817,775.68
24818,1175.37
24819,1149.21
24820,853.24
24821,1836.24
24822,898.62
24823,1115.99
24824,582.82
24825,800.76
24826,1290.61
24827,2352.26
24828,788.36
24829,1086.64
24830,683.91
24831,766.3
24832,1241.72
24833,922.34
24834,1257.44
24835,1062.66
24836,875.64
24837,2346.41
24838,1255.35
24839,1298.68
24840,794.75
24841,762.19
24842,1113.05
24843,887.71
24844,859.42
24845,1303.82
24846,1273.54
24847,1086.64
24848,787.13
24849,261.47
24850,1008.91
24851,947.62
24852,1255.59
24853,1209.2
24854,500.84
24855,980.05
24856,722.12
24857,1226.24
24858,965.11
24859,1253.98
24860,847.57
24861,1238.21
24862,1257.26
24863,1824.02
24864,569.59
24865,1306.78
24866,1165.05
24867,1071.23
24868,802.32
24869,675.89
24870,2473.38
24871,1011.94
24872,1264.66
24873,1277.33
24874,819.57
24875,756.4
24876,2534.35
24877,1310.97
24878,1252.94
24879,393.39
24880,816.06
24881,997.37
24882,212.75
24883,1259.65
24884,2265.27
24885,1287.72
24886,1066.18
24887,747.7
24888,1213.59
24889,1084.93
24890,964.27
24891,807.81
24892,1235.76
24893,1843.18
24894,854.73
24895,1214.35
24896,1103.9
24897,806.01
24898,2313.85
24899,1239.69
24900,791.05
24901,2525.82
24902,887.71
24903,1059.2
24904,1207.38
24905,788.3
24906,843.8
24907,1306.97
24908,1199.7
24909,1221.09
24910,1121.54
24911,1242.68
24912,755.24
24913,1095.7
24914,809.59
24915,715.97
24916,1330.37
24917,1205.4
24918,792.0
24919,907.61
24920,763.94
24921,867.39
24922,1119.37
24923,767.52
24924,794.83
24925,1061.13
24926,759.42
24927,1222.9
24928,915.69
24929,1082.43
24930,1269.76
24931,1286.7
24932,482.08
24933,1239.84
24934,1287.46
24935,1033.57
24936,859.56
24937,1174.89
24938,1184.19
24939,790.36
24940,866.54
24941,2317.55
