OBJECTID,shortest_dist
1412,1198.27
1413,806.51
1414,806.52
1415,815.31
1416,805.46
1417,1263.48
1418,1282.6
1419,1279.8
1420,1294.26
1421,1108.18
1422,1141.54
1423,1258.01
1424,1176.65
1425,1145.55
1426,1295.82
1427,1295.55
1428,1149.81
1429,923.71
1430,1140.02
1431,1113.98
1432,714.64
1433,1097.88
1434,1158.53
1435,1141.62
1436,1274.98
1437,1261.03
1438,1263.99
1439,1190.34
1440,694.57
1441,781.1
1442,1279.97
1443,1163.26
1444,1294.28
1445,1124.01
1446,1301.85
1447,1178.55
1448,1166.28
1449,1184.17
1450,1267.83
1451,1298.89
1452,697.9
1453,1177.82
1454,1149.64
1455,1298.85
1456,1095.13
1457,1239.71
1458,1158.47
1459,1127.95
1460,1144.72
1461,1183.65
1462,1134.48
1463,1125.99
1464,568.34
1465,1193.63
1466,1301.58
1467,1172.93
1468,1163.32
1469,1162.4
1470,1147.38
1471,1130.04
1472,1168.23
1473,1144.42
1474,1257.87
1475,1117.27
1476,1143.36
1477,1127.37
1478,1180.22
1479,1100.63
1480,1129.52
1481,1191.42
1482,1083.56
1483,1161.4
1484,1189.13
1485,1138.3
1486,1303.3
1487,1090.27
1488,1270.45
1489,1165.04
1490,1195.56
1491,1139.51
1492,1193.02
1493,1119.25
1494,1166.65
1495,1283.97
1496,1168.98
1497,1079.59
1498,1132.28
1499,1180.81
1500,1090.01
1501,1109.77
1502,1138.96
1503,1144.75
1504,1168.67
1505,1252.72
1506,1191.63
1507,1255.82
1508,1149.47
1509,898.17
1510,1211.55
1511,1089.39
1512,1258.24
1513,1119.38
1514,1238.33
1515,1244.36
1516,1132.27
1517,1255.62
1518,1224.46
1519,1132.77
1520,891.21
1521,1075.12
1522,902.78
1523,1249.18
1524,1133.96
1525,1170.77
1526,1147.26
1527,1146.65
1528,796.26
1529,1123.74
1530,1144.49
1531,1116.15
1532,1139.72
1533,1148.99
1534,1097.85
1535,1153.78
1536,1184.82
1537,1165.25
1538,1130.57
1539,1162.28
1540,1120.62
1541,460.4
1542,1165.76
1543,1142.66
1544,1183.59
1545,1152.7
1546,1099.77
1547,1252.43
1548,748.48
1549,1178.97
1550,492.74
1551,1168.46
1552,1124.64
1553,1113.36
1554,1126.15
1555,1167.22
1556,1084.58
1557,1126.4
1558,1256.02
1559,1316.13
1560,1224.89
1561,1161.85
1562,1132.62
1563,1253.35
1564,1206.46
1565,1282.76
1566,1099.54
1567,1148.04
1568,751.26
1569,1212.61
1570,1291.44
1571,1102.79
1572,1082.89
1573,1134.5
1574,1121.26
1575,1265.19
1576,1129.11
1577,1126.92
1578,1244.97
1579,1128.24
1580,1164.45
1581,1116.11
1582,739.54
1583,919.71
1584,926.63
1585,1090.45
1586,1167.7
1587,1190.31
1588,1153.44
1589,889.19
1590,1256.27
1591,1212.5
1592,1250.67
1593,1126.35
1594,1270.25
1595,1299.83
1596,1243.06
1597,1187.59
1598,1182.36
1599,943.44
1600,1257.42
1601,1165.86
1602,1137.24
1603,904.26
1604,644.5
1605,1163.19
1606,1242.86
1607,929.91
1608,349.16
1609,1245.11
1610,1129.08
1611,1123.81
1612,1171.01
1613,907.23
1614,1145.0
1615,1175.1
1616,1138.55
1617,1256.66
1618,1132.85
1619,1302.82
1620,1162.69
1621,1113.09
1622,1222.29
1623,1142.92
1624,1238.35
1625,799.97
1626,1227.31
1627,334.91
1628,1276.24
1629,904.34
1630,1089.66
1631,1201.04
1632,1250.64
1633,1064.89
1634,1137.29
1635,1146.38
1636,1272.33
1637,945.5
1638,1040.72
1639,1223.5
1640,1166.34
1641,1166.64
1642,1260.9
1643,1209.8
1644,1195.26
1645,819.19
1646,801.19
1647,1149.97
1648,1208.94
1649,920.4
1650,460.23
1651,1214.53
1652,1185.75
1653,1239.51
1654,1151.33
1655,910.8
1656,1201.31
1657,1072.39
1658,1132.25
1659,1144.59
1660,1041.01
1661,1140.29
1662,1266.28
1663,815.0
1664,818.33
1665,820.34
1666,808.07
1667,810.17
1668,794.9
1669,801.68
1670,1160.32
1671,1160.78
1672,1075.21
1673,802.91
1674,1129.61
1675,1141.0
1676,907.25
1677,907.49
1678,1083.43
1679,1223.99
1680,1195.03
1681,1199.09
1682,1172.02
1683,900.62
1684,916.8
1685,1039.89
1686,1214.2
1687,1185.7
1688,895.0
1689,1203.07
1690,1222.73
1691,458.08
1692,1167.65
1693,1142.48
1694,1144.29
1695,1142.25
1696,1217.93
1697,1176.4
1698,1072.84
1699,1139.85
1700,1159.48
1701,1219.14
1702,1211.12
1703,1205.38
1704,804.82
1705,803.07
1706,798.53
1707,814.2
1708,777.14
1709,816.92
1710,807.22
1711,814.15
1712,819.83
1713,803.11
1714,796.05
1715,801.05
1716,813.96
1717,1206.44
1718,1207.31
1719,1026.48
1720,801.8
1721,800.52
1722,813.23
1723,809.71
1724,786.4
1725,803.44
1726,813.8
1727,795.61
1728,795.15
1729,810.99
1730,1168.09
1731,1147.44
1732,1162.57
1733,1120.01
1734,984.53
1735,1112.84
1736,1173.72
1737,1027.34
1738,897.55
1739,1120.87
1740,1186.64
1741,1047.79
1742,740.71
1743,1028.22
1744,687.63
1745,1116.49
1746,1189.58
1747,1089.66
1748,1292.6
1749,1164.6
1750,1109.11
1751,1023.77
1752,1114.95
1753,1026.63
1754,1269.77
1755,697.89
1756,1137.34
1757,797.09
1758,1091.56
1759,1153.25
1760,1099.74
1761,1144.44
1762,1063.79
1763,1117.27
1764,999.76
1765,1224.4
1766,1144.89
1767,1179.49
1768,1156.56
1769,776.42
1770,1176.27
1771,1197.93
1772,1113.87
1773,1154.44
1774,1180.57
1775,1127.17
1776,1050.18
1777,1061.13
1778,1200.04
1779,1141.35
1780,1143.44
1781,1091.3
1782,1150.73
1783,1170.72
1784,1143.05
1785,1089.18
1786,1182.75
1787,1293.82
1788,1086.28
1789,1147.95
1790,1119.35
1791,1265.82
1792,1189.45
1793,1091.34
1794,1112.07
1795,1153.56
1796,1129.5
1797,1192.07
1798,1178.28
1799,1056.33
1800,1139.61
1801,1097.49
1802,1123.13
1803,1132.0
1804,914.63
1805,1094.39
1806,1111.44
1807,1145.4
1808,1167.33
1809,1018.78
1810,1286.75
1811,1134.01
1812,1127.23
1813,1100.5
1814,1229.69
1815,1092.7
1816,1144.7
1817,1039.84
1818,1290.32
1819,895.51
1820,1138.12
1821,933.63
1822,1256.86
1823,1151.28
1824,1133.47
1825,915.92
1826,1026.73
1827,1109.4
1828,818.27
1829,1028.64
1830,1182.79
1831,1025.63
1832,1260.47
1833,1145.74
1834,1062.89
1835,775.84
1836,1199.43
1837,1104.25
1838,1258.62
1839,1150.94
1840,646.93
1841,1102.53
1842,901.77
1843,1104.65
1844,1104.03
1845,797.13
1846,922.17
1847,1021.72
1848,1261.26
1849,1303.74
1850,1096.92
1851,1263.59
1852,935.34
1853,897.41
1854,1094.35
1855,1148.14
1856,1138.79
1857,913.16
1858,953.69
1859,1180.09
1860,1133.04
1861,818.77
1862,1192.72
1863,1181.89
1864,756.83
1865,1125.77
1866,913.0
1867,473.78
1868,1186.1
1869,1270.21
1870,910.75
1871,903.07
1872,1195.01
1873,915.52
1874,1280.33
1875,1285.96
1876,1069.15
1877,772.95
1878,1091.62
1879,1277.71
1880,1144.47
1881,1150.73
1882,1251.4
1883,901.64
1884,1016.48
1885,888.11
1886,1149.17
1887,902.3
1888,816.04
1889,826.69
1890,809.96
1891,818.0
1892,817.41
1893,818.84
1894,798.46
1895,809.72
1896,798.18
1897,1182.16
1898,1088.6
1899,909.15
1900,813.97
1901,791.7
1902,1185.79
1903,817.46
1904,817.92
1905,797.76
1906,797.54
1907,781.99
1908,1140.36
1909,1090.36
1910,917.96
1911,1229.62
1912,925.0
1913,722.22
1914,1217.01
1915,890.93
1916,1165.82
1917,1078.49
1918,908.96
1919,907.77
1920,1149.18
1921,1148.09
1922,1130.77
1923,1144.39
1924,890.46
1925,1140.94
1926,1131.59
1927,1138.08
1928,1138.93
1929,1214.22
1930,803.13
1931,793.87
1932,811.13
1933,811.28
1934,809.88
1935,809.97
1936,818.11
1937,817.3
1938,821.18
1939,812.85
1940,814.94
1941,814.72
